date,cases_diff,daily_cases,total_cases,daily_doses,total_doses,lockdown_level,hospitalised,icu,vent,daily_deaths,deaths,pcr_tests,temp_celc,schools_closed,restaurants_closed,home_gatherings,outdoor_gatherings,masks_mandate,international_travel,,,,,
12/6/2020,1,4,4019,0,0,2,5,0,0,0,53,3538908,25,0,0,20,30,0,1,,,,,
12/7/2020,-2,2,4021,0,0,2,4,0,0,0,53,3545134,24,0,0,30,100,0,1,,,,,
12/8/2020,-1,1,4022,0,0,2,3,0,0,0,53,3551174,19,0,0,30,100,0,1,,,,,
12/9/2020,4,5,4027,0,0,2,3,0,0,0,53,3565144,20,0,0,30,100,0,1,,,,,
12/10/2020,-1,4,4031,0,0,2,3,0,0,0,53,3579652,21,0,0,30,100,0,1,,,,,
12/11/2020,-2,2,4033,0,0,2,3,0,0,0,53,3591274,19,0,0,30,100,0,1,,,,,
12/12/2020,1,3,4036,0,0,2,4,0,0,0,53,3601488,20,0,0,30,100,0,1,,,,,
12/13/2020,1,4,4040,0,0,2,2,0,0,0,53,3610621,21,0,0,30,100,0,1,,,,,
12/14/2020,0,4,4044,0,0,2,3,1,0,0,53,3616794,21,0,0,30,100,0,1,,,,,
12/15/2020,-2,2,4046,0,0,2,4,1,0,0,53,3622127,21,0,0,30,100,0,1,,,,,
12/16/2020,6,8,4054,0,0,2,4,1,0,0,53,3634049,23,0,0,30,100,0,1,,,,,
12/17/2020,16,24,4078,0,0,2,5,0,0,0,53,3644632,25,0,0,30,100,0,1,,,,,
12/18/2020,0,24,4102,0,0,2,3,0,0,0,53,3652163,25,0,0,30,100,0,1,,,,,
12/19/2020,5,29,4131,0,0,2,3,0,0,0,53,3664537,19,0,0,30,100,0,1,,,,,
12/20/2020,-6,23,4154,0,0,2,3,0,0,0,53,3692747,20,0,0,30,100,0,1,,,,,
12/21/2020,-13,10,4164,0,0,2,4,0,0,0,53,3731325,20,0,0,10,100,0,1,,,,,
12/22/2020,3,13,4177,0,0,2,3,0,0,0,53,3775791,22,0,0,10,100,0,1,,,,,
12/23/2020,2,15,4192,0,0,2,2,0,0,0,53,3817656,21,0,0,10,100,0,1,,,,,
12/24/2020,-5,10,4202,0,0,2,1,0,0,0,53,3877840,22,0,0,10,100,0,1,,,,,
12/25/2020,-1,9,4211,0,0,2,1,0,0,0,53,3947649,20,0,0,10,100,0,1,,,,,
12/26/2020,3,12,4223,0,0,2,1,0,0,0,53,3986782,20,0,0,10,100,0,1,,,,,
12/27/2020,-5,7,4230,0,0,2,1,0,0,0,53,4010715,22,0,0,10,100,0,1,,,,,
12/28/2020,0,7,4237,0,0,2,2,0,0,1,54,4026079,23,0,0,10,100,0,1,,,,,
12/29/2020,20,27,4264,0,0,2,4,0,0,0,54,4042408,18,0,0,10,100,0,1,,,,,
12/30/2020,-21,6,4270,0,0,2,2,0,0,0,54,4059675,20,0,0,10,100,0,1,,,,,
12/31/2020,4,10,4280,0,0,2,3,0,0,0,54,4087569,21,0,0,10,100,0,1,,,,,
1/1/2021,4,14,4294,0,0,2,2,0,0,0,54,4119579,19,0,0,10,100,0,1,,,,,
1/2/2021,-8,6,4300,0,0,2,1,0,0,0,54,4151443,19,0,0,30,100,1,1,,,,,
1/3/2021,2,8,4308,0,0,2,1,0,0,0,54,4170366,22,0,0,30,100,1,1,,,,,
1/4/2021,-4,4,4312,0,0,2,1,0,0,0,54,4192641,22,0,0,30,100,1,1,,,,,
1/5/2021,-1,3,4315,0,0,2,1,0,0,0,54,4219032,23,0,0,30,100,1,1,,,,,
1/6/2021,5,8,4323,0,0,2,1,0,0,0,54,4251699,21,0,0,30,100,1,1,,,,,
1/7/2021,-4,4,4327,0,0,2,1,0,0,0,54,4279578,20,0,0,30,100,1,1,,,,,
1/8/2021,5,9,4336,0,0,2,1,0,0,0,54,4305690,20,0,0,30,100,1,1,,,,,
1/9/2021,-5,4,4340,0,0,2,1,0,0,0,54,4331336,22,0,0,30,100,1,1,,,,,
1/10/2021,4,8,4348,0,0,2,1,0,0,0,54,4355099,22,0,0,30,100,1,1,,,,,
1/11/2021,1,9,4357,0,0,2,1,1,0,0,54,4373669,23,0,0,30,100,1,1,,,,,
1/12/2021,-6,3,4360,0,0,2,2,1,0,0,54,4388407,24,0,0,30,100,1,1,,,,,
01/14/2021,-2,1,4361,0,0,2,2,1,0,0,54,4429508,25,0,0,30,100,1,1,,,,,
01/15/2021,7,8,4369,0,0,2,3,1,0,0,54,4445578,24,0,0,30,100,1,1,,,,,
01/16/2021,4,12,4381,0,0,2,3,1,0,0,54,4460152,22,0,0,30,100,1,1,,,,,
01/18/2021,-11,1,4382,0,0,2,2,1,0,0,54,4481689,24,0,0,30,100,1,1,,,,,
01/19/2021,1,2,4384,0,0,2,2,0,0,0,54,4492310,22,0,0,30,100,1,1,,,,,
01/20/2021,1,3,4387,0,0,2,2,0,0,0,54,4512269,19,0,0,30,100,1,1,,,,,
01/23/2021,-2,1,4388,0,0,2,3,0,0,0,54,4553256,26,0,0,30,100,1,1,,,,,
01/25/2021,2,3,4391,0,0,2,3,0,0,0,54,4573289,26,0,0,30,100,1,1,,,,,
01/27/2021,0,3,4394,0,0,2,3,0,0,0,54,4590831,22,0,0,30,100,1,1,,,,,
01/29/2021,-1,2,4396,0,0,2,2,0,0,0,54,4610537,20,0,0,30,100,1,1,,,,,
01/30/2021,-1,1,4397,0,0,2,2,0,0,0,54,4621041,24,0,0,30,100,1,1,,,,,
01/31/2021,2,3,4400,0,0,2,2,0,0,0,54,4629852,22,0,0,30,100,1,1,,,,,
2/3/2021,-2,1,4401,0,0,2,1,0,0,0,54,4654377,21,0,0,30,100,1,1,,,,,
2/5/2021,1,2,4403,0,0,2,2,0,0,0,54,4675041,24,0,0,30,100,1,1,,,,,
2/7/2021,2,4,4407,0,0,2,1,0,0,0,54,4696810,23,0,0,30,100,1,1,,,,,
2/8/2021,-1,3,4410,0,0,2,1,0,0,0,54,4708209,21,0,0,30,100,1,1,,,,,
2/9/2021,-2,1,4411,0,0,2,1,0,0,0,54,4715524,21,0,0,30,100,1,1,,,,,
2/10/2021,0,1,4412,0,0,2,1,0,0,0,54,4734409,21,0,0,30,100,1,1,,,,,
02/15/2021,0,1,4413,0,0,2,1,0,0,0,54,4810409,20,0,0,50,100,0,1,,,,,
02/16/2021,0,1,4414,0,0,2,1,0,0,0,54,4822745,22,0,0,50,100,0,1,,,,,
02/18/2021,0,1,4415,0,0,2,1,0,0,0,54,4867114,22,0,0,50,100,0,1,,,,,
02/20/2021,1,2,4417,0,0,2,1,0,0,0,54,4900506,24,0,0,50,100,0,1,,,,,
02/21/2021,-1,1,4418,0,0,2,1,0,0,0,54,4914092,24,0,0,50,100,0,1,,,,,
02/22/2021,2,3,4421,20,20,2,1,0,0,0,54,4926267,23,0,0,50,100,0,1,,,,,
02/23/2021,0,3,4424,1300,1320,2,1,0,0,0,54,4936444,20,0,0,50,100,0,1,,,,,
02/24/2021,0,3,4427,1880,3200,2,2,0,0,0,54,4954361,19,0,0,50,100,0,1,,,,,
02/25/2021,1,4,4431,2300,5500,2,2,0,0,0,54,4972280,20,0,0,50,100,0,1,,,,,
02/26/2021,-1,3,4434,2000,7500,2,3,0,0,0,54,4987778,22,0,0,50,100,0,1,,,,,
02/27/2021,-1,2,4436,0,7500,2,4,0,0,0,54,5000449,21,0,0,50,100,0,1,,,,,
02/28/2021,1,3,4439,0,7500,2,4,0,0,0,54,5011674,23,0,0,50,100,0,1,,,,,
3/1/2021,-2,1,4440,2839,10339,2,4,0,0,0,54,5022326,25,0,0,50,100,0,1,,,,,
3/2/2021,3,4,4444,2085,12424,2,6,1,0,0,54,5029902,21,0,0,50,100,0,1,,,,,
3/3/2021,-3,1,4445,2176,14600,2,3,1,0,0,54,5046949,20,0,0,50,100,0,1,,,,,
3/4/2021,8,9,4454,2205,16805,2,3,1,0,0,54,5061804,21,0,0,50,100,0,1,,,,,
3/5/2021,-7,2,4456,3089,19894,2,2,1,0,0,54,5075193,21,0,0,50,100,0,1,,,,,
3/6/2021,-1,1,4457,0,19894,2,3,1,0,0,54,5086787,21,0,0,50,100,0,1,,,,,
3/8/2021,2,3,4460,1869,21763,2,4,1,0,0,54,5106606,24,0,0,50,100,0,1,,,,,
3/9/2021,2,5,4465,2160,23923,2,4,1,1,0,54,5113431,23,0,0,50,100,0,1,,,,,
3/10/2021,-2,3,4468,3077,27000,2,5,1,1,0,54,5128965,23,0,0,50,100,0,1,,,,,
3/11/2021,1,4,4472,4313,31313,2,5,1,1,0,54,5143100,23,0,0,50,100,0,1,,,,,
03/13/2021,-2,2,4474,5507,36820,2,6,1,1,0,54,5164144,24,0,0,50,100,0,1,,,,,
03/14/2021,-1,1,4475,0,36820,2,5,1,1,0,54,5173413,19,0,0,50,100,0,1,,,,,
03/16/2021,2,3,4478,4624,41444,2,5,1,1,0,54,5187869,18,0,0,50,100,0,1,,,,,
03/17/2021,2,5,4483,5376,46820,2,5,1,1,0,54,5202124,20,0,0,50,100,0,1,,,,,
03/19/2021,-3,2,4485,4787,51607,2,5,1,1,0,54,5228045,22,0,0,50,100,0,1,,,,,
03/20/2021,-1,1,4486,0,51607,2,5,1,1,0,54,5238420,20,0,0,50,100,0,1,,,,,
03/21/2021,2,3,4489,0,51607,2,5,1,1,0,54,5254203,20,0,0,50,100,0,1,,,,,
03/23/2021,1,4,4493,21336,72943,2,5,1,1,0,54,5267667,19,0,0,50,100,0,1,,,,,
03/24/2021,-3,1,4494,0,72943,2,5,1,1,0,54,5279989,23,0,0,50,100,0,1,,,,,
03/25/2021,1,2,4496,0,72943,2,5,1,1,0,54,5290147,22,0,0,50,100,0,1,,,,,
03/26/2021,-1,1,4497,16253,89196,2,5,1,1,0,54,5300051,20,0,0,50,100,0,1,,,,,
03/28/2021,1,2,4499,7077,96273,2,4,1,1,0,54,5316511,21,0,0,50,100,0,1,,,,,
03/29/2021,-1,1,4500,0,96273,2,3,1,1,0,54,5324548,20,0,0,50,100,0,1,,,,,
03/30/2021,4,5,4505,3727,100000,2,0,1,1,0,54,5331851,19,0,0,50,100,0,1,,,,,
03/31/2021,-3,2,4507,0,100000,2,3,1,1,0,54,5349244,19,0,0,50,100,0,1,,,,,
4/2/2021,0,2,4509,24356,124356,2,2,1,1,0,54,5389764,20,0,0,50,100,0,1,,,,,
4/3/2021,-1,1,4510,839,125195,2,2,1,1,0,54,5403224,21,0,0,50,100,0,1,,,,,
4/4/2021,2,3,4513,1299,126494,2,2,1,1,0,54,5409473,22,0,0,50,100,0,1,,,,,
4/5/2021,2,5,4518,32,126526,2,2,1,1,0,54,5417446,22,0,0,50,100,0,1,,,,,
4/8/2021,-4,1,4519,14025,140551,2,2,1,1,0,54,5438835,21,0,0,50,100,0,1,,,,,
4/9/2021,1,2,4521,175636,316187,2,2,1,1,0,54,5452913,22,0,0,50,100,0,1,,,,,
4/10/2021,3,5,4526,19083,335270,2,1,1,1,0,54,5461599,19,0,0,50,100,0,1,,,,,
4/11/2021,-3,2,4528,7045,342315,2,2,1,1,0,54,5469526,16,0,0,50,100,0,1,,,,,
4/12/2021,1,3,4531,2003,344318,2,2,1,1,0,54,5476724,14,0,0,50,100,0,1,,,,,
04/13/2021,-1,2,4533,17588,361906,2,3,1,1,0,54,5482234,16,0,0,50,100,0,1,,,,,
04/14/2021,0,2,4535,20781,382687,2,2,1,1,0,54,5494494,20,0,0,50,100,0,1,,,,,
04/15/2021,-1,1,4536,20451,403138,2,1,1,1,0,54,5505042,20,0,0,50,100,0,1,,,,,
04/16/2021,5,6,4542,19342,422480,2,3,1,1,0,54,5515457,18,0,0,50,100,0,1,,,,,
04/17/2021,-2,4,4546,17916,440396,2,4,1,1,0,54,5524220,16,0,0,50,100,0,1,,,,,
04/18/2021,2,6,4552,6843,447239,2,4,1,1,0,54,5532308,16,0,0,50,100,0,1,,,,,
04/19/2021,-2,4,4556,21585,468824,2,5,1,1,0,54,5539974,17,0,0,50,100,0,1,,,,,
04/20/2021,-1,3,4559,19933,488757,2,6,1,1,0,54,5545759,17,0,0,50,100,0,1,,,,,
04/21/2021,2,5,4564,20742,509499,2,6,1,1,0,54,5557702,17,0,0,50,100,0,1,,,,,
04/22/2021,-3,2,4566,21032,530531,2,4,1,1,0,54,5567966,15,0,0,50,100,0,1,,,,,
04/24/2021,2,4,4570,37650,568181,2,2,1,1,0,54,5586520,16,0,0,50,100,0,1,,,,,
04/25/2021,-1,3,4573,5711,573892,2,2,1,1,0,54,5594226,16,0,0,50,100,0,1,,,,,
04/26/2021,0,3,4576,525,574417,2,2,1,1,0,54,5601641,17,0,0,50,100,0,1,,,,,
04/27/2021,-1,2,4578,13633,588050,2,2,1,1,0,54,5606431,17,0,0,50,100,0,1,,,,,
04/28/2021,7,9,4587,16760,604810,2,4,1,1,0,54,5623066,17,0,0,50,100,0,1,,,,,
04/29/2021,-8,1,4588,25408,630218,2,2,1,1,0,54,5635960,17,0,0,50,100,0,1,,,,,
04/30/2021,1,2,4590,19680,649898,2,2,1,1,0,54,5647330,17,0,0,50,100,0,1,,,,,
5/1/2021,0,2,4592,17345,667243,2,4,1,1,0,54,5657557,18,0,0,50,100,0,1,,,,,
5/2/2021,3,5,4597,5119,672362,2,2,1,1,0,54,5666557,19,0,0,50,100,0,1,,,,,
5/3/2021,2,7,4604,916,673278,2,2,1,1,0,54,5674477,18,0,0,50,100,0,1,,,,,
5/4/2021,-3,4,4608,17858,691136,2,2,1,1,0,54,5680078,16,0,0,50,100,0,1,,,,,
5/5/2021,4,8,4616,22134,713270,2,3,1,1,0,54,5693622,16,0,0,50,100,0,1,,,,,
5/6/2021,-6,2,4618,21883,735153,2,3,1,1,0,54,5705201,19,0,0,50,100,0,1,,,,,
5/7/2021,2,4,4622,22071,757224,2,3,1,1,0,54,5718540,19,0,0,50,100,0,1,,,,,
5/8/2021,0,4,4626,21588,778812,2,3,1,1,0,54,5740693,19,0,0,50,100,0,1,,,,,
5/9/2021,1,5,4631,7342,786154,2,3,1,1,0,54,5758717,18,0,0,50,100,0,1,,,,,
5/10/2021,-3,2,4633,1120,787274,2,3,1,1,0,54,5772485,18,0,0,50,100,0,1,,,,,
5/11/2021,-1,1,4634,20977,808251,2,2,1,1,0,54,5780209,18,0,0,50,100,0,1,,,,,
5/12/2021,4,5,4639,24844,833095,2,4,1,1,0,54,5803433,17,0,0,50,100,0,1,,,,,
05/13/2021,-3,2,4641,26151,859246,2,4,1,1,0,54,5821239,18,0,0,50,100,0,1,,,,,
05/14/2021,-1,1,4642,27906,887152,2,4,1,1,0,54,5837049,16,0,0,50,100,0,1,,,,,
05/15/2021,1,2,4644,26480,913632,2,2,1,1,0,54,5851712,13,0,0,50,100,0,1,,,,,
05/16/2021,0,2,4646,12610,926242,2,2,1,1,0,54,5863915,12,0,0,50,100,0,1,,,,,
05/17/2021,1,3,4649,1222,927464,2,2,1,1,0,54,5874705,13,0,0,50,100,0,1,,,,,
05/18/2021,-2,1,4650,28344,955808,2,2,1,1,0,54,5883606,13,0,0,50,100,0,1,,,,,
05/19/2021,0,1,4651,30898,986706,2,2,1,1,0,54,5902887,14,0,0,50,100,0,1,,,,,
05/21/2021,2,3,4654,65827,1052533,2,1,1,1,0,54,5933756,13,0,0,50,100,0,1,,,,,
05/23/2021,-2,1,4655,44982,1097515,2,3,1,1,0,54,5956445,15,0,0,50,100,0,1,,,,,
05/25/2021,0,1,4656,31287,1128802,2,2,1,1,0,54,5973366,17,0,0,50,100,0,1,,,,,
05/27/2021,2,3,4659,69883,1198685,2,3,1,0,0,54,6008070,14,0,0,50,100,0,1,,,,,
05/28/2021,-2,1,4660,37570,1236255,2,3,1,0,0,54,6025663,13,0,0,50,100,0,1,,,,,
05/29/2021,0,1,4661,35752,1272007,2,3,1,0,0,54,6042675,12,0,0,50,100,0,1,,,,,
6/2/2021,1,2,4663,91210,1363217,2,3,1,0,0,54,6103873,15,0,0,50,100,0,1,,,,,
6/4/2021,0,2,4665,82100,1445317,2,3,1,0,0,54,6145128,14,0,0,50,100,0,1,,,,,
6/5/2021,-1,1,4666,35974,1481291,2,2,1,0,0,54,6164531,12,0,0,50,100,0,1,,,,,
6/6/2021,3,4,4670,16772,1498063,2,2,1,0,0,54,6182055,13,0,0,50,100,0,1,,,,,
6/7/2021,2,6,4676,2735,1500798,2,2,1,0,0,54,6195828,13,0,0,50,100,0,1,,,,,
6/8/2021,-5,1,4677,36276,1537074,2,2,1,0,0,54,6207047,14,0,0,50,100,0,1,,,,,
6/9/2021,1,2,4679,38484,1575558,2,1,1,0,0,54,6229543,11,0,0,50,100,0,1,,,,,
6/10/2021,-1,1,4680,38917,1614475,2,1,1,0,0,54,6249353,8,0,0,50,100,0,1,,,,,
06/13/2021,1,2,4682,90631,1705106,2,1,1,0,0,54,6304369,12,0,0,50,100,0,1,,,,,
06/14/2021,1,3,4685,1205,1706311,2,1,1,0,0,54,6313848,13,0,0,50,100,0,1,,,,,
06/15/2021,-2,1,4686,14023,1720334,2,1,1,0,0,54,6322135,14,0,0,50,100,0,1,,,,,
06/16/2021,2,3,4689,40434,1760768,2,1,1,0,0,54,6332659,13,0,0,50,100,0,1,,,,,
06/17/2021,-2,1,4690,39457,1800225,2,1,1,0,0,54,6355804,13,0,0,50,100,0,1,,,,,
06/18/2021,4,5,4695,41791,1842016,2,1,1,0,0,54,6377482,13,0,0,50,100,0,1,,,,,
06/19/2021,-1,4,4699,37496,1879512,2,1,1,0,0,54,6404113,13,0,0,50,100,0,1,,,,,
06/20/2021,-2,2,4701,17277,1896789,2,1,1,0,0,54,6428581,12,0,0,50,100,0,1,,,,,
06/21/2021,3,5,4706,2349,1899138,2,2,1,0,0,54,6453833,12,0,0,50,100,0,1,,,,,
06/22/2021,12,17,4723,37235,1936373,2,3,1,0,0,54,6482478,13,0,0,50,100,0,1,,,,,
06/23/2021,-6,11,4734,39289,1975662,2,2,1,0,0,54,6527118,14,0,1,5,10,1,1,,,,,
06/24/2021,11,22,4756,39727,2015389,3,3,1,0,0,54,6575520,17,0,1,5,10,1,1,,,,,
06/25/2021,6,28,4784,43006,2058395,3,4,1,0,0,54,6623123,15,0,1,5,10,1,1,,,,,
06/26/2021,-3,25,4809,35880,2094275,3,5,1,0,0,54,6678350,14,0,1,5,10,1,1,,,,,
06/27/2021,-2,23,4832,20248,2114523,3,5,1,0,0,54,6730398,12,0,1,5,10,1,1,,,,,
06/28/2021,-8,15,4847,12652,2127175,3,8,2,0,0,54,6789268,12,0,1,5,10,1,1,,,,,
06/29/2021,12,27,4874,38095,2165270,3,7,1,0,0,54,6856268,13,0,1,5,10,1,1,,,,,
06/30/2021,3,30,4904,46010,2211280,3,9,1,0,0,54,6924488,14,0,1,5,10,1,1,,,,,
7/1/2021,0,30,4934,48463,2259743,3,14,2,1,0,54,6984429,13,0,1,5,10,1,1,,,,,
7/2/2021,7,37,4971,52885,2312628,3,17,3,1,0,54,7058030,14,0,1,5,10,1,1,,,,,
7/3/2021,-15,22,4993,49483,2362111,3,10,5,0,0,54,7114361,13,0,1,5,10,1,1,,,,,
7/4/2021,9,31,5024,26294,2388405,3,20,5,0,0,54,7159692,11,0,1,5,10,1,1,,,,,
7/5/2021,-15,16,5040,17447,2405852,3,24,4,0,0,54,7218065,11,0,1,5,10,1,1,,,,,
7/6/2021,18,34,5074,47708,2453560,3,23,6,2,0,54,7250386,10,0,1,5,10,1,1,,,,,
7/7/2021,3,37,5111,51994,2505554,3,37,7,2,0,54,7295386,10,1,1,5,10,1,1,,,,,
7/8/2021,8,45,5156,50650,2556204,3,29,11,3,0,54,7335119,11,1,1,5,10,1,1,,,,,
7/9/2021,5,50,5206,55953,2612157,3,43,10,4,0,54,7377271,10,1,1,5,2,1,1,,,,,
7/10/2021,55,105,5311,51003,2663160,4,47,16,5,0,54,7419294,12,1,1,5,2,1,1,,,,,
7/11/2021,15,120,5431,29063,2692223,4,52,15,5,1,55,7468048,12,1,1,5,2,1,1,,,,,
7/12/2021,-47,73,5504,15925,2708148,4,63,18,4,0,55,7514526,12,1,1,5,2,1,1,,,,,
07/13/2021,17,90,5594,54998,2763146,4,65,21,4,1,56,7563581,13,1,1,5,2,1,1,,,,,
07/14/2021,-15,75,5669,63455,2826601,4,71,20,4,0,56,7628903,13,1,1,5,2,1,1,,,,,
07/15/2021,27,102,5771,58508,2885109,4,73,19,4,0,56,7687202,17,1,1,5,2,1,1,,,,,
07/16/2021,7,109,5880,66701,2951810,4,75,18,4,0,56,7764789,14,1,1,5,2,1,1,,,,,
07/17/2021,-11,98,5978,62644,3014454,4,75,18,6,1,57,7846759,13,1,1,5,2,1,1,,,,,
07/18/2021,12,110,6088,36573,3051027,4,76,18,7,1,58,7913430,13,1,1,5,2,1,1,,,,,
07/19/2021,-45,65,6153,20464,3071491,4,82,24,7,1,59,7989275,11,1,1,5,2,1,1,,,,,
07/20/2021,41,106,6259,65041,3136532,4,95,27,11,0,59,8052135,12,1,1,5,2,1,1,,,,,
07/21/2021,37,143,6402,66851,3203383,4,106,23,11,0,59,8135612,11,1,1,5,2,1,1,,,,,
07/22/2021,-1,142,6544,64905,3268288,4,118,28,14,0,59,8220797,11,1,1,5,2,1,1,,,,,
07/23/2021,7,149,6693,75652,3343940,4,137,32,14,1,60,8307417,13,1,1,5,2,1,1,,,,,
07/24/2021,-10,139,6832,70192,3414132,4,139,37,17,0,60,8401327,14,1,1,5,2,1,1,,,,,
07/25/2021,31,170,7002,40700,3454832,4,141,43,18,2,62,8503560,12,1,1,5,2,1,1,,,,,
07/26/2021,-28,142,7144,23449,3478281,4,155,44,18,2,64,8601718,14,1,1,5,2,1,1,,,,,
07/27/2021,16,158,7302,71396,3549677,4,169,46,19,0,64,8686204,15,1,1,5,2,1,1,,,,,
07/28/2021,94,252,7554,76927,3626604,4,164,56,22,1,65,8780736,17,1,1,0,2,1,1,,,,,
07/29/2021,-70,182,7736,79319,3705923,4,182,54,22,2,67,8891698,14,1,1,0,2,1,1,,,,,
07/30/2021,15,197,7933,83637,3789560,4,187,58,24,0,67,8987144,11,1,1,0,2,1,1,,,,,
07/31/2021,42,239,8172,82220,3871780,4,198,53,27,1,68,9093107,15,1,1,0,2,1,1,,,,,
8/1/2021,-46,193,8365,45831,3917611,4,222,54,25,0,68,9180819,18,1,1,0,2,1,1,,,,,
8/2/2021,15,208,8573,25888,3943499,4,228,54,25,1,69,9297828,13,1,1,0,2,1,1,,,,,
8/3/2021,27,235,8808,84623,4028122,4,247,53,20,0,69,9402364,15,1,1,0,2,1,1,,,,,
8/4/2021,9,244,9052,84545,4112667,4,271,53,23,2,71,9509942,12,1,1,0,2,1,1,,,,,
8/5/2021,75,319,9371,83620,4196287,4,285,52,24,5,76,9616896,13,1,1,0,2,1,1,,,,,
8/6/2021,-21,298,9669,93626,4289913,4,297,49,22,1,77,9726443,14,1,1,0,2,1,1,,,,,
8/7/2021,-50,248,9917,89499,4379412,4,338,56,23,4,81,9834892,13,1,1,0,2,1,1,,,,,
8/8/2021,12,260,10177,58317,4437729,4,351,58,24,1,82,9930372,12,1,1,0,2,1,1,,,,,
8/9/2021,104,364,10541,25483,4463212,4,349,67,24,1,83,10064212,14,1,1,0,2,1,1,,,,,
8/10/2021,-26,338,10879,98244,4561456,4,357,60,28,4,87,10159248,15,1,1,0,2,1,1,,,,,
8/11/2021,31,369,11248,106592,4668048,4,373,62,29,2,89,10278504,19,1,1,0,2,1,1,,,,,
8/12/2021,28,397,11645,105064,4773112,4,374,62,29,2,91,10430334,16,1,1,0,2,1,1,,,,,
08/13/2021,55,452,12097,106331,4879443,4,388,63,30,2,93,10558332,13,1,1,0,2,1,1,,,,,
08/14/2021,-128,324,12421,105595,4985038,4,378,64,29,4,97,10687674,13,1,1,0,2,1,1,,,,,
08/15/2021,175,499,12920,65634,5050672,4,379,62,24,5,102,10814464,14,1,1,0,2,1,1,,,,,
08/16/2021,76,575,13495,119652,5170324,4,392,64,28,8,110,10970959,15,1,1,0,2,1,1,,,,,
08/17/2021,-30,545,14040,106122,5276446,4,446,69,24,1,111,11122726,14,1,1,0,2,1,1,,,,,
08/18/2021,89,634,14674,109550,5385996,4,460,77,25,3,114,11225475,13,1,1,0,2,1,1,,,,,
08/19/2021,121,755,15429,132439,5518435,4,474,82,25,1,115,11344785,14,1,1,0,2,1,1,,,,,
08/20/2021,7,762,16191,120581,5639016,4,474,84,27,4,119,11472375,16,1,1,0,2,1,1,,,,,
08/21/2021,50,812,17003,127264,5766280,4,515,85,29,3,122,11596985,16,1,1,0,2,1,1,,,,,
08/22/2021,-79,733,17736,79383,5845663,4,554,95,31,3,125,11803178,18,1,1,0,2,1,1,,,,,
08/23/2021,91,824,18560,59766,5905429,4,586,100,32,3,128,12114261,20,1,1,0,2,1,1,,,,,
08/24/2021,80,904,19464,124645,6030074,5,607,107,34,0,128,12252733,10,1,1,0,2,1,1,,,,,
08/25/2021,49,953,20417,130784,6160858,5,645,113,40,2,130,12381719,12,1,1,0,2,1,1,,,,,
08/26/2021,-15,938,21355,142977,6303835,5,696,115,43,3,133,12553257,13,1,1,0,2,1,1,,,,,
08/27/2021,181,1119,22474,138460,6442295,5,761,116,47,2,135,12671377,13,1,1,0,2,1,1,,,,,
08/28/2021,-15,1104,23578,138694,6580989,5,777,125,52,2,137,12800559,13,1,1,0,2,1,1,,,,,
08/29/2021,85,1189,24767,68410,6649399,5,808,126,54,6,143,12906597,12,1,1,0,2,1,1,,,,,
08/30/2021,-114,1075,25842,71944,6721343,5,840,137,48,3,146,13063818,13,1,1,0,2,1,1,,,,,
08/31/2021,129,1204,27046,148297,6869640,5,869,143,58,4,150,13193845,15,1,1,0,2,1,1,,,,,
9/1/2021,119,1323,28369,121170,6990810,5,908,150,66,4,154,13367758,16,1,1,0,2,1,1,,,,,
9/2/2021,37,1360,29729,139914,7130724,5,956,160,64,7,161,13495186,17,1,1,0,2,1,1,,,,,
9/3/2021,149,1509,31238,114726,7245450,5,973,160,63,12,173,13649840,18,1,1,0,2,1,1,,,,,
9/4/2021,-305,1204,32442,129258,7374708,5,1036,173,62,4,177,13781014,18,1,1,0,2,1,1,,,,,
9/5/2021,-32,1172,33614,94698,7469406,5,1023,172,72,3,180,13896509,15,1,1,0,2,1,1,,,,,
9/6/2021,91,1263,34877,48051,7517457,5,1067,173,67,5,185,14032964,13,1,1,0,2,1,1,,,,,
9/7/2021,131,1394,36271,97155,7614612,5,1143,189,75,9,194,14133709,15,1,1,0,2,1,1,,,,,
9/8/2021,29,1423,37694,107455,7722067,5,1130,191,78,7,201,14264050,15,1,1,0,2,1,1,,,,,
9/9/2021,86,1509,39203,114063,7836130,5,1163,201,80,6,207,14420531,18,1,1,0,2,1,1,,,,,
9/10/2021,-65,1444,40647,121182,7957312,5,1156,207,89,9,216,14553757,18,1,1,0,2,1,1,,,,,
9/11/2021,-204,1240,41887,118980,8076292,5,1164,221,94,8,224,14701732,20,1,1,0,2,1,1,,,,,
9/12/2021,-89,1151,43038,64125,8140417,5,1206,220,92,7,231,14807237,23,1,1,0,2,1,1,,,,,
09/13/2021,82,1233,44271,37571,8177988,5,1189,222,94,7,238,14944905,14,1,1,0,2,1,1,,,,,
09/14/2021,-50,1183,45454,115752,8293740,5,1253,231,104,2,240,15058989,12,1,1,0,2,1,1,,,,,
09/15/2021,129,1312,46766,103477,8397217,5,1241,234,108,12,252,15196487,13,1,1,0,2,1,1,,,,,
09/16/2021,-65,1247,48013,158344,8555561,5,1231,231,108,12,264,15325753,13,1,1,0,2,1,1,,,,,
09/17/2021,30,1277,49290,107258,8662819,5,1245,228,112,12,276,15573011,15,1,1,0,2,1,1,,,,,
09/18/2021,-209,1068,50358,140464,8803283,5,1219,233,123,6,282,15693965,19,1,1,0,2,1,1,,,,,
